Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2018,10,Oct,Sunday,Weekend,Train (Regional),18850
2018,10,Oct,Sunday,Weekend,Tram,338900
2018,10,Oct,Thursday,Normal Weekday,Bus (Metropolitan),457550
2018,10,Oct,Thursday,Normal Weekday,Train (Metropolitan),826050
2018,10,Oct,Thursday,Normal Weekday,Bus (Regional),43650
2018,10,Oct,Thursday,Normal Weekday,Train (Regional),58700
2018,10,Oct,Thursday,Normal Weekday,Tram,693550
2018,10,Oct,Thursday,School Holiday Weekday,Bus (Metropolitan),389150
2018,10,Oct,Thursday,School Holiday Weekday,Train (Metropolitan),798400
2018,10,Oct,Thursday,School Holiday Weekday,Bus (Regional),28300
2018,10,Oct,Thursday,School Holiday Weekday,Train (Regional),58550
2018,10,Oct,Thursday,School Holiday Weekday,Tram,684000
2018,10,Oct,Tuesday,Normal Weekday,Bus (Metropolitan),438250
2018,10,Oct,Tuesday,Normal Weekday,Train (Metropolitan),803750
2018,10,Oct,Tuesday,Normal Weekday,Bus (Regional),41800
2018,10,Oct,Tuesday,Normal Weekday,Train (Regional),57650
2018,10,Oct,Tuesday,Normal Weekday,Tram,652250
2018,10,Oct,Tuesday,School Holiday Weekday,Bus (Metropolitan),377000
2018,10,Oct,Tuesday,School Holiday Weekday,Train (Metropolitan),803100
2018,10,Oct,Tuesday,School Holiday Weekday,Bus (Regional),27500
2018,10,Oct,Tuesday,School Holiday Weekday,Train (Regional),58900
2018,10,Oct,Tuesday,School Holiday Weekday,Tram,689600
2018,10,Oct,Wednesday,Normal Weekday,Bus (Metropolitan),450400
2018,10,Oct,Wednesday,Normal Weekday,Train (Metropolitan),812350
2018,10,Oct,Wednesday,Normal Weekday,Bus (Regional),39700
2018,10,Oct,Wednesday,Normal Weekday,Train (Regional),58300
2018,10,Oct,Wednesday,Normal Weekday,Tram,676550
2018,10,Oct,Wednesday,School Holiday Weekday,Bus (Metropolitan),378750
2018,10,Oct,Wednesday,School Holiday Weekday,Train (Metropolitan),795450
2018,10,Oct,Wednesday,School Holiday Weekday,Bus (Regional),27150
2018,10,Oct,Wednesday,School Holiday Weekday,Train (Regional),58200
2018,10,Oct,Wednesday,School Holiday Weekday,Tram,673050
2018,11,Nov,Friday,Normal Weekday,Bus (Metropolitan),417050
2018,11,Nov,Friday,Normal Weekday,Train (Metropolitan),818400
2018,11,Nov,Friday,Normal Weekday,Bus (Regional),39000
2018,11,Nov,Friday,Normal Weekday,Train (Regional),57800
2018,11,Nov,Friday,Normal Weekday,Tram,692300
2018,11,Nov,Monday,Normal Weekday,Bus (Metropolitan),398800
2018,11,Nov,Monday,Normal Weekday,Train (Metropolitan),733000
2018,11,Nov,Monday,Normal Weekday,Bus (Regional),38200
2018,11,Nov,Monday,Normal Weekday,Train (Regional),52150
2018,11,Nov,Monday,Normal Weekday,Tram,634800
2018,11,Nov,Saturday,Weekend,Bus (Metropolitan),202750
2018,11,Nov,Saturday,Weekend,Train (Metropolitan),413900
2018,11,Nov,Saturday,Weekend,Bus (Regional),15050
2018,11,Nov,Saturday,Weekend,Train (Regional),30250
2018,11,Nov,Saturday,Weekend,Tram,413500
2018,11,Nov,Sunday,Weekend,Bus (Metropolitan),138250
2018,11,Nov,Sunday,Weekend,Train (Metropolitan),295450
2018,11,Nov,Sunday,Weekend,Bus (Regional),9650
2018,11,Nov,Sunday,Weekend,Train (Regional),20850
2018,11,Nov,Sunday,Weekend,Tram,315650
2018,11,Nov,Thursday,Normal Weekday,Bus (Metropolitan),440050
2018,11,Nov,Thursday,Normal Weekday,Train (Metropolitan),816150
2018,11,Nov,Thursday,Normal Weekday,Bus (Regional),41900
2018,11,Nov,Thursday,Normal Weekday,Train (Regional),57800
2018,11,Nov,Thursday,Normal Weekday,Tram,696800
2018,11,Nov,Tuesday,Normal Weekday,Bus (Metropolitan),425650
2018,11,Nov,Tuesday,Normal Weekday,Train (Metropolitan),796550
2018,11,Nov,Tuesday,Normal Weekday,Bus (Regional),39750
2018,11,Nov,Tuesday,Normal Weekday,Train (Regional),57500
2018,11,Nov,Tuesday,Normal Weekday,Tram,667800
2018,11,Nov,Wednesday,Normal Weekday,Bus (Metropolitan),432450
2018,11,Nov,Wednesday,Normal Weekday,Train (Metropolitan),795750
2018,11,Nov,Wednesday,Normal Weekday,Bus (Regional),40650
2018,11,Nov,Wednesday,Normal Weekday,Train (Regional),57050
2018,11,Nov,Wednesday,Normal Weekday,Tram,688200
2018,12,Dec,Friday,Normal Weekday,Bus (Metropolitan),338300
2018,12,Dec,Friday,Normal Weekday,Train (Metropolitan),708900
2018,12,Dec,Friday,Normal Weekday,Bus (Regional),31100
2018,12,Dec,Friday,Normal Weekday,Train (Regional),48900
2018,12,Dec,Friday,Normal Weekday,Tram,662750
2018,12,Dec,Friday,School Holiday Weekday,Bus (Metropolitan),200850
2018,12,Dec,Friday,School Holiday Weekday,Train (Metropolitan),399800
2018,12,Dec,Friday,School Holiday Weekday,Bus (Regional),20850
2018,12,Dec,Friday,School Holiday Weekday,Train (Regional),31200
2018,12,Dec,Friday,School Holiday Weekday,Tram,423500
2018,12,Dec,Monday,Normal Weekday,Bus (Metropolitan),373400
2018,12,Dec,Monday,Normal Weekday,Train (Metropolitan),710850
2018,12,Dec,Monday,Normal Weekday,Bus (Regional),34950
2018,12,Dec,Monday,Normal Weekday,Train (Regional),49050
2018,12,Dec,Monday,Normal Weekday,Tram,655150
2018,12,Dec,Monday,School Holiday Weekday,Bus (Metropolitan),184400
2018,12,Dec,Monday,School Holiday Weekday,Train (Metropolitan),332900
2018,12,Dec,Monday,School Holiday Weekday,Bus (Regional),19850
2018,12,Dec,Monday,School Holiday Weekday,Train (Regional),27200
2018,12,Dec,Monday,School Holiday Weekday,Tram,349950
2018,12,Dec,Saturday,Weekend,Bus (Metropolitan),183300
2018,12,Dec,Saturday,Weekend,Train (Metropolitan),354050
2018,12,Dec,Saturday,Weekend,Bus (Regional),14700
2018,12,Dec,Saturday,Weekend,Train (Regional),23650
2018,12,Dec,Saturday,Weekend,Tram,389500
2018,12,Dec,Sunday,Weekend,Bus (Metropolitan),124150
2018,12,Dec,Sunday,Weekend,Train (Metropolitan),269700
2018,12,Dec,Sunday,Weekend,Bus (Regional),9000
2018,12,Dec,Sunday,Weekend,Train (Regional),17050
2018,12,Dec,Sunday,Weekend,Tram,301150
2018,12,Dec,Thursday,Normal Weekday,Bus (Metropolitan),353550
2018,12,Dec,Thursday,Normal Weekday,Train (Metropolitan),715800
2018,12,Dec,Thursday,Normal Weekday,Bus (Regional),33550
2018,12,Dec,Thursday,Normal Weekday,Train (Regional),51800
2018,12,Dec,Thursday,Normal Weekday,Tram,665400
2018,12,Dec,Thursday,School Holiday Weekday,Bus (Metropolitan),190400
2018,12,Dec,Thursday,School Holiday Weekday,Train (Metropolitan),373100
2018,12,Dec,Thursday,School Holiday Weekday,Bus (Regional),19700
2018,12,Dec,Thursday,School Holiday Weekday,Train (Regional),30850
2018,12,Dec,Thursday,School Holiday Weekday,Tram,385400
2018,12,Dec,Tuesday,Normal Weekday,Bus (Metropolitan),382300
2018,12,Dec,Tuesday,Normal Weekday,Train (Metropolitan),731950
2018,12,Dec,Tuesday,Normal Weekday,Bus (Regional),35450
2018,12,Dec,Tuesday,Normal Weekday,Train (Regional),51400
2018,12,Dec,Tuesday,Normal Weekday,Tram,688900
2018,12,Dec,Wednesday,Normal Weekday,Bus (Metropolitan),376650
2018,12,Dec,Wednesday,Normal Weekday,Train (Metropolitan),739550
2018,12,Dec,Wednesday,Normal Weekday,Bus (Regional),36000
2018,12,Dec,Wednesday,Normal Weekday,Train (Regional),52450
2018,12,Dec,Wednesday,Normal Weekday,Tram,692200
2019,1,Jan,Friday,School Holiday Weekday,Bus (Metropolitan),267050
2019,1,Jan,Friday,School Holiday Weekday,Train (Metropolitan),571400
2019,1,Jan,Friday,School Holiday Weekday,Bus (Regional),22500
2019,1,Jan,Friday,School Holiday Weekday,Train (Regional),42600
2019,1,Jan,Friday,School Holiday Weekday,Tram,546950
2019,1,Jan,Monday,School Holiday Weekday,Bus (Metropolitan),303700
2019,1,Jan,Monday,School Holiday Weekday,Train (Metropolitan),661500
2019,1,Jan,Monday,School Holiday Weekday,Bus (Regional),24350
2019,1,Jan,Monday,School Holiday Weekday,Train (Regional),48950
2019,1,Jan,Monday,School Holiday Weekday,Tram,583800
2019,1,Jan,Saturday,Weekend,Bus (Metropolitan),172950
2019,1,Jan,Saturday,Weekend,Train (Metropolitan),331950
2019,1,Jan,Saturday,Weekend,Bus (Regional),12150
2019,1,Jan,Saturday,Weekend,Train (Regional),21650
2019,1,Jan,Saturday,Weekend,Tram,392950
2019,1,Jan,Sunday,Weekend,Bus (Metropolitan),118950
2019,1,Jan,Sunday,Weekend,Train (Metropolitan),264800
2019,1,Jan,Sunday,Weekend,Bus (Regional),8000
2019,1,Jan,Sunday,Weekend,Train (Regional),18200
2019,1,Jan,Sunday,Weekend,Tram,317200
2019,1,Jan,Thursday,Normal Weekday,Bus (Metropolitan),422050
2019,1,Jan,Thursday,Normal Weekday,Train (Metropolitan),758700
2019,1,Jan,Thursday,Normal Weekday,Bus (Regional),37100
2019,1,Jan,Thursday,Normal Weekday,Train (Regional),47900
2019,1,Jan,Thursday,Normal Weekday,Tram,655150
2019,1,Jan,Thursday,School Holiday Weekday,Bus (Metropolitan),303450
2019,1,Jan,Thursday,School Holiday Weekday,Train (Metropolitan),608050
2019,1,Jan,Thursday,School Holiday Weekday,Bus (Regional),25450
2019,1,Jan,Thursday,School Holiday Weekday,Train (Regional),46200
2019,1,Jan,Thursday,School Holiday Weekday,Tram,592600
2019,1,Jan,Tuesday,School Holiday Weekday,Bus (Metropolitan),324500
2019,1,Jan,Tuesday,School Holiday Weekday,Train (Metropolitan),683100
2019,1,Jan,Tuesday,School Holiday Weekday,Bus (Regional),25450
2019,1,Jan,Tuesday,School Holiday Weekday,Train (Regional),50050
2019,1,Jan,Tuesday,School Holiday Weekday,Tram,604700
2019,1,Jan,Wednesday,Normal Weekday,Bus (Metropolitan),361500
2019,1,Jan,Wednesday,Normal Weekday,Train (Metropolitan),724000
2019,1,Jan,Wednesday,Normal Weekday,Bus (Regional),29300
2019,1,Jan,Wednesday,Normal Weekday,Train (Regional),53050
2019,1,Jan,Wednesday,Normal Weekday,Tram,592150
2019,1,Jan,Wednesday,School Holiday Weekday,Bus (Metropolitan),302450
2019,1,Jan,Wednesday,School Holiday Weekday,Train (Metropolitan),621700
2019,1,Jan,Wednesday,School Holiday Weekday,Bus (Regional),25200
2019,1,Jan,Wednesday,School Holiday Weekday,Train (Regional),47300
2019,1,Jan,Wednesday,School Holiday Weekday,Tram,603250
2019,2,Feb,Friday,Normal Weekday,Bus (Metropolitan),432850
2019,2,Feb,Friday,Normal Weekday,Train (Metropolitan),819200
2019,2,Feb,Friday,Normal Weekday,Bus (Regional),43250
2019,2,Feb,Friday,Normal Weekday,Train (Regional),58250
2019,2,Feb,Friday,Normal Weekday,Tram,665950
2019,2,Feb,Monday,Normal Weekday,Bus (Metropolitan),436150
2019,2,Feb,Monday,Normal Weekday,Train (Metropolitan),785750
2019,2,Feb,Monday,Normal Weekday,Bus (Regional),42700
2019,2,Feb,Monday,Normal Weekday,Train (Regional),57200
2019,2,Feb,Monday,Normal Weekday,Tram,614650
2019,2,Feb,Saturday,Weekend,Bus (Metropolitan),187950
2019,2,Feb,Saturday,Weekend,Train (Metropolitan),389400
2019,2,Feb,Saturday,Weekend,Bus (Regional),15700
2019,2,Feb,Saturday,Weekend,Train (Regional),27950
2019,2,Feb,Saturday,Weekend,Tram,492550
2019,2,Feb,Sunday,Weekend,Bus (Metropolitan),123800
2019,2,Feb,Sunday,Weekend,Train (Metropolitan),303350
2019,2,Feb,Sunday,Weekend,Bus (Regional),9850
2019,2,Feb,Sunday,Weekend,Train (Regional),23700
2019,2,Feb,Sunday,Weekend,Tram,393300
2019,2,Feb,Thursday,Normal Weekday,Bus (Metropolitan),451100
2019,2,Feb,Thursday,Normal Weekday,Train (Metropolitan),829350
2019,2,Feb,Thursday,Normal Weekday,Bus (Regional),44350
2019,2,Feb,Thursday,Normal Weekday,Train (Regional),59700
2019,2,Feb,Thursday,Normal Weekday,Tram,656450
2019,2,Feb,Tuesday,Normal Weekday,Bus (Metropolitan),443550
2019,2,Feb,Tuesday,Normal Weekday,Train (Metropolitan),816000
2019,2,Feb,Tuesday,Normal Weekday,Bus (Regional),43700
2019,2,Feb,Tuesday,Normal Weekday,Train (Regional),59650
2019,2,Feb,Tuesday,Normal Weekday,Tram,642400
2019,2,Feb,Wednesday,Normal Weekday,Bus (Metropolitan),451000
2019,2,Feb,Wednesday,Normal Weekday,Train (Metropolitan),821600
2019,2,Feb,Wednesday,Normal Weekday,Bus (Regional),44000
2019,2,Feb,Wednesday,Normal Weekday,Train (Regional),60250
2019,2,Feb,Wednesday,Normal Weekday,Tram,655950
2019,3,Mar,Friday,Normal Weekday,Bus (Metropolitan),473250
2019,3,Mar,Friday,Normal Weekday,Train (Metropolitan),875950
2019,3,Mar,Friday,Normal Weekday,Bus (Regional),43500
2019,3,Mar,Friday,Normal Weekday,Train (Regional),63550
2019,3,Mar,Friday,Normal Weekday,Tram,714200
2019,3,Mar,Monday,Normal Weekday,Bus (Metropolitan),485150
2019,3,Mar,Monday,Normal Weekday,Train (Metropolitan),858500
2019,3,Mar,Monday,Normal Weekday,Bus (Regional),43100
2019,3,Mar,Monday,Normal Weekday,Train (Regional),60050
2019,3,Mar,Monday,Normal Weekday,Tram,675100
2019,3,Mar,Saturday,Weekend,Bus (Metropolitan),215650
2019,3,Mar,Saturday,Weekend,Train (Metropolitan),353800
2019,3,Mar,Saturday,Weekend,Bus (Regional),16600
2019,3,Mar,Saturday,Weekend,Train (Regional),31000
2019,3,Mar,Saturday,Weekend,Tram,545100
2019,3,Mar,Sunday,Weekend,Bus (Metropolitan),138800
2019,3,Mar,Sunday,Weekend,Train (Metropolitan),256300
2019,3,Mar,Sunday,Weekend,Bus (Regional),10500
2019,3,Mar,Sunday,Weekend,Train (Regional),22850
2019,3,Mar,Sunday,Weekend,Tram,418750
2019,3,Mar,Thursday,Normal Weekday,Bus (Metropolitan),503750
2019,3,Mar,Thursday,Normal Weekday,Train (Metropolitan),927650
2019,3,Mar,Thursday,Normal Weekday,Bus (Regional),46900
2019,3,Mar,Thursday,Normal Weekday,Train (Regional),64500
2019,3,Mar,Thursday,Normal Weekday,Tram,721900
2019,3,Mar,Tuesday,Normal Weekday,Bus (Metropolitan),496500
2019,3,Mar,Tuesday,Normal Weekday,Train (Metropolitan),892850
2019,3,Mar,Tuesday,Normal Weekday,Bus (Regional),45250
2019,3,Mar,Tuesday,Normal Weekday,Train (Regional),63300
2019,3,Mar,Tuesday,Normal Weekday,Tram,700650
2019,3,Mar,Wednesday,Normal Weekday,Bus (Metropolitan),498900
2019,3,Mar,Wednesday,Normal Weekday,Train (Metropolitan),884500
2019,3,Mar,Wednesday,Normal Weekday,Bus (Regional),45550
2019,3,Mar,Wednesday,Normal Weekday,Train (Regional),64450
2019,3,Mar,Wednesday,Normal Weekday,Tram,713900
2019,4,Apr,Friday,Normal Weekday,Bus (Metropolitan),408950
2019,4,Apr,Friday,Normal Weekday,Train (Metropolitan),753100
2019,4,Apr,Friday,Normal Weekday,Bus (Regional),37350
2019,4,Apr,Friday,Normal Weekday,Train (Regional),54900
2019,4,Apr,Friday,Normal Weekday,Tram,656500
2019,4,Apr,Friday,School Holiday Weekday,Bus (Metropolitan),392300
2019,4,Apr,Friday,School Holiday Weekday,Train (Metropolitan),809400
2019,4,Apr,Friday,School Holiday Weekday,Bus (Regional),30600
2019,4,Apr,Friday,School Holiday Weekday,Train (Regional),61550
2019,4,Apr,Friday,School Holiday Weekday,Tram,731000
2019,4,Apr,Monday,Normal Weekday,Bus (Metropolitan),461100
2019,4,Apr,Monday,Normal Weekday,Train (Metropolitan),815250
2019,4,Apr,Monday,Normal Weekday,Bus (Regional),43300
2019,4,Apr,Monday,Normal Weekday,Train (Regional),56800
2019,4,Apr,Monday,Normal Weekday,Tram,640150
2019,4,Apr,Monday,School Holiday Weekday,Bus (Metropolitan),381950
2019,4,Apr,Monday,School Holiday Weekday,Train (Metropolitan),722450
2019,4,Apr,Monday,School Holiday Weekday,Bus (Regional),27900
2019,4,Apr,Monday,School Holiday Weekday,Train (Regional),56100
2019,4,Apr,Monday,School Holiday Weekday,Tram,653500
2019,4,Apr,Saturday,Weekend,Bus (Metropolitan),208500
2019,4,Apr,Saturday,Weekend,Train (Metropolitan),347400
2019,4,Apr,Saturday,Weekend,Bus (Regional),14850
2019,4,Apr,Saturday,Weekend,Train (Regional),30050
2019,4,Apr,Saturday,Weekend,Tram,531850
2019,4,Apr,Sunday,Weekend,Bus (Metropolitan),133950
2019,4,Apr,Sunday,Weekend,Train (Metropolitan),245600
2019,4,Apr,Sunday,Weekend,Bus (Regional),9450
2019,4,Apr,Sunday,Weekend,Train (Regional),22800
2019,4,Apr,Sunday,Weekend,Tram,393950
2019,4,Apr,Thursday,Normal Weekday,Bus (Metropolitan),485500
2019,4,Apr,Thursday,Normal Weekday,Train (Metropolitan),850050
2019,4,Apr,Thursday,Normal Weekday,Bus (Regional),44300
2019,4,Apr,Thursday,Normal Weekday,Train (Regional),51800
2019,4,Apr,Thursday,Normal Weekday,Tram,705850
2019,4,Apr,Thursday,School Holiday Weekday,Bus (Metropolitan),401100
2019,4,Apr,Thursday,School Holiday Weekday,Train (Metropolitan),746900
2019,4,Apr,Thursday,School Holiday Weekday,Bus (Regional),30200
2019,4,Apr,Thursday,School Holiday Weekday,Train (Regional),48700
2019,4,Apr,Thursday,School Holiday Weekday,Tram,703200
2019,4,Apr,Tuesday,Normal Weekday,Bus (Metropolitan),448100
2019,4,Apr,Tuesday,Normal Weekday,Train (Metropolitan),778500
2019,4,Apr,Tuesday,Normal Weekday,Bus (Regional),43200
2019,4,Apr,Tuesday,Normal Weekday,Train (Regional),54050
2019,4,Apr,Tuesday,Normal Weekday,Tram,642050
2019,4,Apr,Tuesday,School Holiday Weekday,Bus (Metropolitan),392200
2019,4,Apr,Tuesday,School Holiday Weekday,Train (Metropolitan),750650
2019,4,Apr,Tuesday,School Holiday Weekday,Bus (Regional),28250
2019,4,Apr,Tuesday,School Holiday Weekday,Train (Regional),48000
2019,4,Apr,Tuesday,School Holiday Weekday,Tram,700100
2019,4,Apr,Wednesday,Normal Weekday,Bus (Metropolitan),446050
2019,4,Apr,Wednesday,Normal Weekday,Train (Metropolitan),803600
2019,4,Apr,Wednesday,Normal Weekday,Bus (Regional),41900
2019,4,Apr,Wednesday,Normal Weekday,Train (Regional),59050
2019,4,Apr,Wednesday,Normal Weekday,Tram,658600
2019,4,Apr,Wednesday,School Holiday Weekday,Bus (Metropolitan),395350
2019,4,Apr,Wednesday,School Holiday Weekday,Train (Metropolitan),753400
2019,4,Apr,Wednesday,School Holiday Weekday,Bus (Regional),28850
2019,4,Apr,Wednesday,School Holiday Weekday,Train (Regional),49200
2019,4,Apr,Wednesday,School Holiday Weekday,Tram,697550
2019,5,May,Friday,Normal Weekday,Bus (Metropolitan),451600
2019,5,May,Friday,Normal Weekday,Train (Metropolitan),833550
2019,5,May,Friday,Normal Weekday,Bus (Regional),39700
2019,5,May,Friday,Normal Weekday,Train (Regional),62050
2019,5,May,Friday,Normal Weekday,Tram,673150
2019,5,May,Monday,Normal Weekday,Bus (Metropolitan),456500
2019,5,May,Monday,Normal Weekday,Train (Metropolitan),799800
2019,5,May,Monday,Normal Weekday,Bus (Regional),40050
2019,5,May,Monday,Normal Weekday,Train (Regional),59000
2019,5,May,Monday,Normal Weekday,Tram,622150
2019,5,May,Saturday,Weekend,Bus (Metropolitan),209050
2019,5,May,Saturday,Weekend,Train (Metropolitan),420300
2019,5,May,Saturday,Weekend,Bus (Regional),14150
2019,5,May,Saturday,Weekend,Train (Regional),34800
2019,5,May,Saturday,Weekend,Tram,465700
2019,5,May,Sunday,Weekend,Bus (Metropolitan),126600
2019,5,May,Sunday,Weekend,Train (Metropolitan),300850
2019,5,May,Sunday,Weekend,Bus (Regional),8800
2019,5,May,Sunday,Weekend,Train (Regional),25350
2019,5,May,Sunday,Weekend,Tram,348400
2019,5,May,Thursday,Normal Weekday,Bus (Metropolitan),476350
2019,5,May,Thursday,Normal Weekday,Train (Metropolitan),835150
2019,5,May,Thursday,Normal Weekday,Bus (Regional),42850
2019,5,May,Thursday,Normal Weekday,Train (Regional),61800
2019,5,May,Thursday,Normal Weekday,Tram,671950
2019,5,May,Tuesday,Normal Weekday,Bus (Metropolitan),477400
2019,5,May,Tuesday,Normal Weekday,Train (Metropolitan),840550
2019,5,May,Tuesday,Normal Weekday,Bus (Regional),41700
2019,5,May,Tuesday,Normal Weekday,Train (Regional),61450
2019,5,May,Tuesday,Normal Weekday,Tram,652850
2019,5,May,Wednesday,Normal Weekday,Bus (Metropolitan),472800
2019,5,May,Wednesday,Normal Weekday,Train (Metropolitan),831700
2019,5,May,Wednesday,Normal Weekday,Bus (Regional),41700
2019,5,May,Wednesday,Normal Weekday,Train (Regional),62050
2019,5,May,Wednesday,Normal Weekday,Tram,665800
2019,6,Jun,Friday,Normal Weekday,Bus (Metropolitan),408550
2019,6,Jun,Friday,Normal Weekday,Train (Metropolitan),795200
2019,6,Jun,Friday,Normal Weekday,Bus (Regional),37800
2019,6,Jun,Friday,Normal Weekday,Train (Regional),59750
2019,6,Jun,Friday,Normal Weekday,Tram,632350
2019,6,Jun,Monday,Normal Weekday,Bus (Metropolitan),400650
2019,6,Jun,Monday,Normal Weekday,Train (Metropolitan),745100
2019,6,Jun,Monday,Normal Weekday,Bus (Regional),36700
2019,6,Jun,Monday,Normal Weekday,Train (Regional),54350
2019,6,Jun,Monday,Normal Weekday,Tram,582500
2019,6,Jun,Saturday,Weekend,Bus (Metropolitan),175750
2019,6,Jun,Saturday,Weekend,Train (Metropolitan),357500
2019,6,Jun,Saturday,Weekend,Bus (Regional),13850
2019,6,Jun,Saturday,Weekend,Train (Regional),28150
2019,6,Jun,Saturday,Weekend,Tram,362800
2019,6,Jun,Sunday,Weekend,Bus (Metropolitan),125600
2019,6,Jun,Sunday,Weekend,Train (Metropolitan),268950
2019,6,Jun,Sunday,Weekend,Bus (Regional),9000
2019,6,Jun,Sunday,Weekend,Train (Regional),21550
2019,6,Jun,Sunday,Weekend,Tram,277150
2019,6,Jun,Thursday,Normal Weekday,Bus (Metropolitan),425250
2019,6,Jun,Thursday,Normal Weekday,Train (Metropolitan),786600
2019,6,Jun,Thursday,Normal Weekday,Bus (Regional),40100
2019,6,Jun,Thursday,Normal Weekday,Train (Regional),56950
2019,6,Jun,Thursday,Normal Weekday,Tram,615900
2019,6,Jun,Tuesday,Normal Weekday,Bus (Metropolitan),422150
2019,6,Jun,Tuesday,Normal Weekday,Train (Metropolitan),776500
2019,6,Jun,Tuesday,Normal Weekday,Bus (Regional),39950
2019,6,Jun,Tuesday,Normal Weekday,Train (Regional),57050
2019,6,Jun,Tuesday,Normal Weekday,Tram,605700
2019,6,Jun,Wednesday,Normal Weekday,Bus (Metropolitan),414050
2019,6,Jun,Wednesday,Normal Weekday,Train (Metropolitan),771100
2019,6,Jun,Wednesday,Normal Weekday,Bus (Regional),38200
2019,6,Jun,Wednesday,Normal Weekday,Train (Regional),56900
2019,6,Jun,Wednesday,Normal Weekday,Tram,605800
2019,7,Jul,Friday,Normal Weekday,Bus (Metropolitan),438450
2019,7,Jul,Friday,Normal Weekday,Train (Metropolitan),810350
2019,7,Jul,Friday,Normal Weekday,Bus (Regional),42800
2019,7,Jul,Friday,Normal Weekday,Train (Regional),61900
